"Name","Style","ABV","Ratings","Avg","Score","Reviews","pDev","State","Brewery","Beer_URL"
"Beam Me Up Stouty","American Stout",4.7,24,3.88,85,5,8.51,"MI","Saugatuck Brewing Company","/beer/profile/11814/165552/"
"Blueberry Maple Stout","American Stout",6,249,3.92,87,70,9.69,"MI","Saugatuck Brewing Company","/beer/profile/11814/193811/"
"Boathouse Stout","Irish Dry Stout",NA,22,3.45,82,3,10.72,"MI","Saugatuck Brewing Company","/beer/profile/11814/35502/"
"Bonfire Brown","American Brown Ale",5.5,217,3.7,84,41,11.35,"MI","Saugatuck Brewing Company","/beer/profile/11814/85809/"
"Continuum IPA","American Double / Imperial IPA",8.5,70,3.75,84,11,13.33,"MI","Saugatuck Brewing Company","/beer/profile/11814/81703/"
"Darker Than Your Soul","American Stout",6.8,81,3.9,86,10,8.72,"MI","Saugatuck Brewing Company","/beer/profile/11814/116679/"
"Daze On Saison","Saison / Farmhouse Ale",5.5,31,3.83,85,9,10.18,"MI","Saugatuck Brewing Company","/beer/profile/11814/220541/"
"ESB Amber","Extra Special / Strong Bitter (ESB)",5.5,128,3.36,79,29,14.58,"MI","Saugatuck Brewing Company","/beer/profile/11814/60234/"
"Hop In Yer Rye","Rye Beer",8,67,3.89,86,15,11.31,"MI","Saugatuck Brewing Company","/beer/profile/11814/84606/"
"Hop On A Blonde","American Pale Ale (APA)",5,35,3.72,84,6,11.56,"MI","Saugatuck Brewing Company","/beer/profile/11814/100350/"
"Maggie's Irish Ale","Irish Red Ale",5.6,45,3.74,84,12,11.76,"MI","Saugatuck Brewing Company","/beer/profile/11814/104560/"
"Mandarina IPA","American IPA",8,42,3.57,82,10,10.36,"MI","Saugatuck Brewing Company","/beer/profile/11814/167598/"
"Michigan Wheat","American Pale Wheat Ale",4.7,41,3.38,81,5,15.38,"MI","Saugatuck Brewing Company","/beer/profile/11814/125191/"
"Neapolitan Milk Stout","Milk / Sweet Stout",6,869,3.89,87,148,12.34,"MI","Saugatuck Brewing Company","/beer/profile/11814/70670/"
"Oval Beach Blonde Ale","American Blonde Ale",5,144,3.46,80,32,15.03,"MI","Saugatuck Brewing Company","/beer/profile/11814/35501/"
"Pier Cove Porter","American Porter",6,73,3.32,79,35,18.98,"MI","Saugatuck Brewing Company","/beer/profile/11814/55754/"
"Pumpkin Chai","Pumpkin Ale",6.5,75,3.51,81,18,14.53,"MI","Saugatuck Brewing Company","/beer/profile/11814/136825/"
"Reverent Monk","Tripel",10,34,3.72,84,6,12.37,"MI","Saugatuck Brewing Company","/beer/profile/11814/148904/"
"Serrano Pepper Ale","Chile Beer",6.7,91,3.53,81,14,16.15,"MI","Saugatuck Brewing Company","/beer/profile/11814/84532/"
"Singapore IPA","American IPA",7.2,277,3.74,84,70,12.83,"MI","Saugatuck Brewing Company","/beer/profile/11814/55728/"
"Snow Wizard Oak Aged Brown Ale","American Brown Ale",7,58,3.88,86,14,7.47,"MI","Saugatuck Brewing Company","/beer/profile/11814/200243/"
"Starburst Wheat","American Pale Wheat Ale",5.1,150,3.75,84,25,12.8,"MI","Saugatuck Brewing Company","/beer/profile/11814/124568/"
"Third Bear","English Brown Ale",5.5,23,3.6,83,9,10.28,"MI","Saugatuck Brewing Company","/beer/profile/11814/226257/"
"Amber Tease","American Amber / Red Ale",5.3,34,3.06,78,12,22.22,"MI","Schmohz Brewing Company","/beer/profile/10629/21258/"
"Bonecrusher Stout","English Stout",6.4,68,3.3,79,22,14.85,"MI","Schmohz Brewing Company","/beer/profile/10629/22565/"
"Hopknocker Imperial IPA","American Double / Imperial IPA",9.5,94,3,74,34,21.33,"MI","Schmohz Brewing Company","/beer/profile/10629/21260/"
"India Pale Ale","English India Pale Ale (IPA)",6.2,44,2.9,76,17,21.72,"MI","Schmohz Brewing Company","/beer/profile/10629/47297/"
"Kiss My Scottish Arse","Scotch Ale / Wee Heavy",9.2,36,3.72,84,9,18.01,"MI","Schmohz Brewing Company","/beer/profile/10629/56466/"
"Mad Tom's Robust Porter","English Porter",4.8,16,3.4,82,7,15.29,"MI","Schmohz Brewing Company","/beer/profile/10629/21261/"
"Miracle Off 28th Street","Old Ale",9.2,23,3.43,82,10,19.53,"MI","Schmohz Brewing Company","/beer/profile/10629/55788/"
"Oktoberfest","American Dark Wheat Ale",5.2,19,3.3,81,9,18.79,"MI","Schmohz Brewing Company","/beer/profile/10629/53588/"
"Pail Ale","American Pale Ale (APA)",5.2,28,3.23,80,13,22.91,"MI","Schmohz Brewing Company","/beer/profile/10629/51279/"
"Treasure Chest ESB","Extra Special / Strong Bitter (ESB)",5.3,35,3.24,80,9,20.06,"MI","Schmohz Brewing Company","/beer/profile/10629/47328/"
"Zingiberene Ale","Herbed / Spiced Beer",5.4,12,3.44,83,2,16.57,"MI","Schmohz Brewing Company","/beer/profile/10629/55902/"
"Buxom BlonDDe Ale","American Blonde Ale",6.5,10,3.25,82,4,19.69,"MI","Sherwood Brewing Company","/beer/profile/14563/43119/"
"Mistress Jade's Hemp Ale","American Amber / Red Ale",6,11,3.36,82,1,13.99,"MI","Sherwood Brewing Company","/beer/profile/14563/97812/"
"Agave Peach Wheat","Fruit / Vegetable Beer",5.5,19,3.77,84,6,14.59,"MI","Short's Brewing Company","/beer/profile/9629/61127/"
"Ale La Reverend","American IPA",4,146,3.86,86,44,12.18,"MI","Short's Brewing Company","/beer/profile/9629/72943/"
"Alien Einstein","American Pale Lager",5.5,121,3.91,87,15,11.25,"MI","Short's Brewing Company","/beer/profile/9629/99423/"
"Alter Spalter","Altbier",5.2,47,3.8,85,6,10.53,"MI","Short's Brewing Company","/beer/profile/9629/82805/"
"Anni Ale 13irteen","American Wild Ale",8.7,42,4.04,87,8,7.67,"MI","Short's Brewing Company","/beer/profile/9629/277711/"
"Anniversary Ale","Wheatwine",10,521,3.96,88,205,12.88,"MI","Short's Brewing Company","/beer/profile/9629/49664/"
"Aorta Ale (Double Red Ale)","American Amber / Red Ale",9.6,171,3.99,88,58,12.53,"MI","Short's Brewing Company","/beer/profile/9629/39059/"
"Aww Jeah","American Double / Imperial IPA",10.4,142,4.07,89,26,9.58,"MI","Short's Brewing Company","/beer/profile/9629/80823/"
"Beach Wheat","Hefeweizen",5,144,3.53,81,45,13.31,"MI","Short's Brewing Company","/beer/profile/9629/51598/"
"Bim Bam Boom","American Double / Imperial Stout",10.3,96,3.79,85,21,13.46,"MI","Short's Brewing Company","/beer/profile/9629/110395/"
"Black Chai","Herbed / Spiced Beer",5,94,3.46,80,14,13.29,"MI","Short's Brewing Company","/beer/profile/9629/112407/"
"Black Licorice Lager","Euro Dark Lager",8,185,3.88,87,129,13.66,"MI","Short's Brewing Company","/beer/profile/9629/37147/"
"Blanco Suave","Witbier",6,22,3.72,84,8,8.06,"MI","Short's Brewing Company","/beer/profile/9629/184652/"
"Bloody Beer","Fruit / Vegetable Beer",8.5,198,3.48,80,96,19.83,"MI","Short's Brewing Company","/beer/profile/9629/38519/"
"Bludgeon Yer Eye PA","American Black Ale",5,276,3.86,86,75,12.44,"MI","Short's Brewing Company","/beer/profile/9629/62755/"
"Bonafide Legit","American Pale Ale (APA)",6,151,3.75,84,18,10.67,"MI","Short's Brewing Company","/beer/profile/9629/112422/"
"Bourbon Barrel Aphasia","Old Ale",8,77,4.23,90,10,8.04,"MI","Short's Brewing Company","/beer/profile/9629/76280/"
"Bourbon Ben's Asthma","Oatmeal Stout",14.3,19,4.58,89,1,7.42,"MI","Short's Brewing Company","/beer/profile/9629/119462/"
"Bourbon Black Cherry Porter","American Porter",6,18,4.13,86,8,7.99,"MI","Short's Brewing Company","/beer/profile/9629/63222/"
"Bourbon Carrot Cake","Fruit / Vegetable Beer",14.5,81,4.08,89,5,10.05,"MI","Short's Brewing Company","/beer/profile/9629/113902/"
"Bourbon Happy Jack","Scottish Ale",5.25,17,3.72,84,1,12.37,"MI","Short's Brewing Company","/beer/profile/9629/98333/"
"Brew Ninja","Fruit / Vegetable Beer",4.5,14,3.5,83,0,7.43,"MI","Short's Brewing Company","/beer/profile/9629/153782/"
"Bucktricity Kills","Berliner Weissbier",3.2,84,3.72,84,16,12.37,"MI","Short's Brewing Company","/beer/profile/9629/174907/"
"Captain Fantasy","Saison / Farmhouse Ale",6.7,237,3.76,85,51,11.97,"MI","Short's Brewing Company","/beer/profile/9629/72349/"
"Carrot Cake","Fruit / Vegetable Beer",5,39,4.23,89,8,9.22,"MI","Short's Brewing Company","/beer/profile/9629/69575/"
"Cat's Pajamas","American Double / Imperial IPA",9,65,4.08,88,15,11.27,"MI","Short's Brewing Company","/beer/profile/9629/211574/"
"Celestial Critter","Belgian Pale Ale",6.4,26,3.82,85,5,7.07,"MI","Short's Brewing Company","/beer/profile/9629/137769/"
"Chatterbox","American Pale Ale (APA)",6,162,3.75,84,18,10.4,"MI","Short's Brewing Company","/beer/profile/9629/109432/"
"Chief Hopper","American Double / Imperial IPA",8.4,43,3.77,84,8,11.41,"MI","Short's Brewing Company","/beer/profile/9629/257681/"
"Chocolate Giddyup","American Stout",6.6,30,3.87,85,8,6.72,"MI","Short's Brewing Company","/beer/profile/9629/110407/"
"Chocolate Wheat","American Porter",6.1,224,3.89,87,63,10.8,"MI","Short's Brewing Company","/beer/profile/9629/122466/"
"Citra Locals","American Adjunct Lager",4,10,4.04,85,2,6.19,"MI","Short's Brewing Company","/beer/profile/9629/232838/"
"Cornholio","Baltic Porter",7,105,3.6,82,43,18.33,"MI","Short's Brewing Company","/beer/profile/9629/70901/"
"Critterless","American Wild Ale",7.5,48,4.05,87,13,7.9,"MI","Short's Brewing Company","/beer/profile/9629/205893/"
"Crunchy Grooves","Czech Pilsener",5.25,22,3.75,84,2,12,"MI","Short's Brewing Company","/beer/profile/9629/70904/"
"Devil's Lettuce","American Pale Lager",5.7,66,3.93,86,8,8.14,"MI","Short's Brewing Company","/beer/profile/9629/101732/"
"Dolly Dagger","Belgian IPA",7.4,72,3.92,86,9,7.91,"MI","Short's Brewing Company","/beer/profile/9629/152492/"
"Earl Of Brixom","English Dark Mild Ale",3.9,113,3.75,84,17,10.67,"MI","Short's Brewing Company","/beer/profile/9629/101071/"
"Electric Mullet India Style Cream Ale","Cream Ale",6.7,50,3.32,80,11,13.55,"MI","Short's Brewing Company","/beer/profile/9629/119509/"
"Empress Catherine","Russian Imperial Stout",8,121,3.79,85,17,7.65,"MI","Short's Brewing Company","/beer/profile/9629/105277/"
"ERMAGERDNESS","American Pale Ale (APA)",5.5,91,3.96,87,16,7.83,"MI","Short's Brewing Company","/beer/profile/9629/140819/"
"Ester","American Pale Ale (APA)",4.5,46,3.62,83,8,8.84,"MI","Short's Brewing Company","/beer/profile/9629/153783/"
"Evil Urges","Belgian Dark Ale",9,182,3.85,86,30,10.91,"MI","Short's Brewing Company","/beer/profile/9629/79897/"
"Exeter","American Wild Ale",6.5,21,4.07,86,5,8.85,"MI","Short's Brewing Company","/beer/profile/9629/283762/"
"Fig Lebowski","Winter Warmer",7,17,3.76,84,0,6.91,"MI","Short's Brewing Company","/beer/profile/9629/156572/"
"Freedom Of '78","American IPA",7,586,4.08,91,149,9.8,"MI","Short's Brewing Company","/beer/profile/9629/64457/"
"Ginger In The Rye (Rye Munich Weizen)","Hefeweizen",7.85,163,3.78,85,53,16.4,"MI","Short's Brewing Company","/beer/profile/9629/39058/"
"Golden Eagle","Belgian Pale Ale",11,19,3.67,84,0,14.71,"MI","Short's Brewing Company","/beer/profile/9629/113581/"
"Good Humans Ale (Dry Hopped Double Brown Ale)","American Brown Ale",9.15,562,3.8,85,189,13.42,"MI","Short's Brewing Company","/beer/profile/9629/54876/"
"Goodnight Bodacious","American Black Ale",9,322,4.14,91,55,9.18,"MI","Short's Brewing Company","/beer/profile/9629/82298/"
"Grasshoppa","American IPA",NA,15,4.08,86,2,10.78,"MI","Short's Brewing Company","/beer/profile/9629/72976/"
"Guess The Dry Hop Local's","American Pale Lager",5.2,19,3.77,84,7,5.84,"MI","Short's Brewing Company","/beer/profile/9629/244148/"
"I Got 5 On It","American IPA",7.6,29,3.77,84,7,7.16,"MI","Short's Brewing Company","/beer/profile/9629/184580/"
"Imperial Spruce India Pilsner","American Double / Imperial Pilsner",7.15,402,3.97,88,158,17.88,"MI","Short's Brewing Company","/beer/profile/9629/37483/"
"It's About Thyme","American IPA",7.5,15,3.92,85,3,13.01,"MI","Short's Brewing Company","/beer/profile/9629/128963/"
"Joyous Almondo","American Brown Ale",8,40,3.8,85,5,11.32,"MI","Short's Brewing Company","/beer/profile/9629/67131/"
"Juicy Tree","American IPA",10.1,232,3.76,85,28,17.55,"MI","Short's Brewing Company","/beer/profile/9629/78466/"
"Key Lime Pie","Fruit / Vegetable Beer",5.75,558,3.4,78,207,19.41,"MI","Short's Brewing Company","/beer/profile/9629/56275/"
"Kiwi Destroy Mission","Saison / Farmhouse Ale",NA,23,3.94,85,2,13.71,"MI","Short's Brewing Company","/beer/profile/9629/97675/"
"Kolsch 45","Kölsch",6.5,153,3.9,87,30,12.56,"MI","Short's Brewing Company","/beer/profile/9629/69684/"
"Local's","American Adjunct Lager",4,58,3.54,82,10,14.12,"MI","Short's Brewing Company","/beer/profile/9629/130011/"
"London Fog","English Brown Ale",5.3,62,3.86,86,10,11.4,"MI","Short's Brewing Company","/beer/profile/9629/113903/"
"Love Knife","Belgian Pale Ale",6.7,60,3.91,86,14,7.93,"MI","Short's Brewing Company","/beer/profile/9629/99422/"
"Melt My Brain","American Blonde Ale",3.8,121,3.77,85,29,13,"MI","Short's Brewing Company","/beer/profile/9629/170772/"
"Michigantuan","American Double / Imperial IPA",8.8,21,3.88,85,3,7.47,"MI","Short's Brewing Company","/beer/profile/9629/196706/"
"Moher Export Irish Imperial Stout","Foreign / Export Stout",9.7,63,4.07,88,9,8.35,"MI","Short's Brewing Company","/beer/profile/9629/115879/"
"Mule Beer","American Blonde Ale",6.2,21,3.67,84,8,7.36,"MI","Short's Brewing Company","/beer/profile/9629/239498/"
"Nectar De La Vida","American Pale Lager",6.2,11,3.69,84,0,9.76,"MI","Short's Brewing Company","/beer/profile/9629/113380/"
"Nicie","American Pale Wheat Ale",5.2,487,3.66,83,162,16.12,"MI","Short's Brewing Company","/beer/profile/9629/17910/"
"Old Reliable","Czech Pilsener",5.5,19,3.51,83,4,8.83,"MI","Short's Brewing Company","/beer/profile/9629/177024/"
"OMGWTFBBQ!","Altbier",6.7,14,3.68,84,2,13.59,"MI","Short's Brewing Company","/beer/profile/9629/101070/"
"Pan Galactic Gargle Blaster","Belgian IPA",10.2,228,4.01,89,25,9.98,"MI","Short's Brewing Company","/beer/profile/9629/76287/"
"Pandemonium Pale Ale","American Pale Ale (APA)",6.4,12,3.33,82,1,18.02,"MI","Short's Brewing Company","/beer/profile/9629/148795/"
"Peaches & Cream","Fruit / Vegetable Beer",8.3,278,3.99,89,80,14.54,"MI","Short's Brewing Company","/beer/profile/9629/37209/"
"Pig Bird","American IPA",7.7,10,3.7,84,2,8.11,"MI","Short's Brewing Company","/beer/profile/9629/153781/"
"Pistachio Cream Ale","Cream Ale",5,50,3.54,82,7,15.54,"MI","Short's Brewing Company","/beer/profile/9629/56321/"
"Power Of Love","Fruit / Vegetable Beer",3,33,4.05,87,5,12.59,"MI","Short's Brewing Company","/beer/profile/9629/170771/"
"Prolonged Enjoyment","American Pale Ale (APA)",3.7,201,3.78,85,39,12.7,"MI","Short's Brewing Company","/beer/profile/9629/72930/"
"Psychedelic Cat Grass","American IPA",7.1,79,4.35,92,20,7.36,"MI","Short's Brewing Company","/beer/profile/9629/225811/"
"Pumpkincrusha ","Fruit / Vegetable Beer",6,17,3.86,85,2,7.25,"MI","Short's Brewing Company","/beer/profile/9629/193055/"
"Queen Bee","American Amber / Red Ale",8,66,4.02,88,11,10.45,"MI","Short's Brewing Company","/beer/profile/9629/119508/"
"Rich's Rye","Rye Beer",4.9,102,3.53,81,64,17.85,"MI","Short's Brewing Company","/beer/profile/9629/50559/"
"Short's Aphasia","Old Ale",9,112,4.13,90,18,9.2,"MI","Short's Brewing Company","/beer/profile/9629/67207/"
"Short's Autumn Ale","Extra Special / Strong Bitter (ESB)",5.75,348,3.59,82,109,13.09,"MI","Short's Brewing Company","/beer/profile/9629/20571/"
"Short's Bananarama","Fruit / Vegetable Beer",10,12,2.7,79,6,20.74,"MI","Short's Brewing Company","/beer/profile/9629/69688/"
"Short's Beard Of Zeus India Style Pale Lager","American Pale Lager",4.5,238,3.73,84,34,11.8,"MI","Short's Brewing Company","/beer/profile/9629/93695/"
"Short's Bellaire Brown Ale","American Brown Ale",7,759,3.8,86,270,11.58,"MI","Short's Brewing Company","/beer/profile/9629/19685/"
"Short's Black Cherry Porter","American Porter",6,344,3.86,86,140,12.69,"MI","Short's Brewing Company","/beer/profile/9629/19686/"
"Short's Black Diamond","Schwarzbier",5.1,99,3.88,86,12,11.86,"MI","Short's Brewing Company","/beer/profile/9629/104122/"
"Short's Bourbon Barrel Aged Wizard","American Barleywine",11,113,4.26,92,27,9.15,"MI","Short's Brewing Company","/beer/profile/9629/60571/"
"Short's Bourbon Barrel Sustenance Black Beer","Schwarzbier",6.5,205,3.97,88,82,10.58,"MI","Short's Brewing Company","/beer/profile/9629/42366/"
"Short's Bourbon Huma","American IPA",11.8,72,3.98,87,15,12.81,"MI","Short's Brewing Company","/beer/profile/9629/60427/"
"Short's Carob Stout","American Stout",6.4,78,3.71,84,12,10.51,"MI","Short's Brewing Company","/beer/profile/9629/154957/"
"Short's Cerveza De Julie","American Pale Lager",5,132,3.67,83,13,13.08,"MI","Short's Brewing Company","/beer/profile/9629/98113/"
"Short's Controversi-ALE","American IPA",6.5,699,3.82,86,221,11.26,"MI","Short's Brewing Company","/beer/profile/9629/38586/"
"Short's Cup A Joe Coffee Creme Stout","Milk / Sweet Stout",8,754,4.03,90,312,12.41,"MI","Short's Brewing Company","/beer/profile/9629/32941/"
"Short's Dan's Pink Skirt","American IPA",6.4,204,4.06,90,33,8.13,"MI","Short's Brewing Company","/beer/profile/9629/64963/"
"Short's Funkin Punkin","Pumpkin Ale",5.5,45,3.76,84,5,12.23,"MI","Short's Brewing Company","/beer/profile/9629/35415/"
"Short's Happy Jack","Scottish Ale",5.5,65,3.73,84,10,7.51,"MI","Short's Brewing Company","/beer/profile/9629/148641/"
"Short's Hopstache","American IPA",6,334,4.21,93,42,8.55,"MI","Short's Brewing Company","/beer/profile/9629/69583/"
"Short's Ironic Ale","American IPA",5.5,11,3.64,83,1,6.87,"MI","Short's Brewing Company","/beer/profile/9629/73711/"
"Short's Kind Ale","American Pale Ale (APA)",6,223,3.66,83,79,15.3,"MI","Short's Brewing Company","/beer/profile/9629/54564/"
"Short's Lil' Wheezy","American Amber / Red Lager",7,132,3.79,85,12,10.29,"MI","Short's Brewing Company","/beer/profile/9629/96648/"
"Short's Local's Light","Light Lager",3.6,139,3.33,78,23,14.41,"MI","Short's Brewing Company","/beer/profile/9629/35414/"
"Short's Mama's Strawberry Milk","Fruit / Vegetable Beer",9,13,3.04,81,6,25.66,"MI","Short's Brewing Company","/beer/profile/9629/69689/"
"Short's MMMKAY","American Pale Lager",5,221,3.87,86,28,10.85,"MI","Short's Brewing Company","/beer/profile/9629/97349/"
"Short's Mystery Stout","American Double / Imperial Stout",8.4,374,3.92,88,206,10.71,"MI","Short's Brewing Company","/beer/profile/9629/30691/"
"Short's Noble Chaos Oktoberfest","Märzen / Oktoberfest",5.5,251,3.73,84,79,11.53,"MI","Short's Brewing Company","/beer/profile/9629/25833/"
"Short's Pandemonium Pale Ale","American Pale Ale (APA)",5.4,543,3.63,82,229,12.4,"MI","Short's Brewing Company","/beer/profile/9629/19745/"
"Short's PB & J","Fruit / Vegetable Beer",8,207,3.51,80,123,19.66,"MI","Short's Brewing Company","/beer/profile/9629/54851/"
"Short's Pontius Road Pilsner","Czech Pilsener",4.7,238,3.63,82,75,13.77,"MI","Short's Brewing Company","/beer/profile/9629/35413/"
"Short's Publican Porter (Imperial London Porter)","English Porter",9.15,309,4.17,92,87,8.63,"MI","Short's Brewing Company","/beer/profile/9629/39060/"
"Short's S'more Stout","American Stout",9.2,160,3.31,77,84,21.15,"MI","Short's Brewing Company","/beer/profile/9629/46332/"
"Short's Smoked Apple Ale","Fruit / Vegetable Beer",6.25,64,3.57,82,49,16.53,"MI","Short's Brewing Company","/beer/profile/9629/27647/"
"Short's Snow Wheat","Hefeweizen",5.2,113,3.58,82,14,10.34,"MI","Short's Brewing Company","/beer/profile/9629/48482/"
"Short's Stroker Ace","American IPA",4,84,3.78,85,6,12.7,"MI","Short's Brewing Company","/beer/profile/9629/93681/"
"Short's Sustenance Black Bier","Schwarzbier",6,172,3.77,85,84,9.28,"MI","Short's Brewing Company","/beer/profile/9629/50319/"
"Short's The Curl","American Double / Imperial Pilsner",7.1,231,3.87,86,80,13.18,"MI","Short's Brewing Company","/beer/profile/9629/30660/"
"Short's The Golden Rule","English India Pale Ale (IPA)",5.8,103,3.75,84,61,10.67,"MI","Short's Brewing Company","/beer/profile/9629/35416/"
"Short's The Good Samaritan","Fruit / Vegetable Beer",7,101,3.46,80,54,11.85,"MI","Short's Brewing Company","/beer/profile/9629/64814/"
"Short's The Magician","Irish Red Ale",6,397,3.4,78,169,15.59,"MI","Short's Brewing Company","/beer/profile/9629/41697/"
"Short's The Stellar Ale","American Pale Ale (APA)",5.8,93,3.95,87,18,8.61,"MI","Short's Brewing Company","/beer/profile/9629/35417/"
"Short's The Wizard","American Barleywine",11,187,3.78,85,101,11.9,"MI","Short's Brewing Company","/beer/profile/9629/64812/"
"Short's The Woodmaster","English Brown Ale",10.5,349,3.78,85,134,14.55,"MI","Short's Brewing Company","/beer/profile/9629/37466/"
"Short's Uber Goober Oatmeal Stout","Oatmeal Stout",8,229,3.6,82,147,19.44,"MI","Short's Brewing Company","/beer/profile/9629/40171/"
"Short's Uncle Steve's Irish Stout","Irish Dry Stout",5.5,267,3.73,84,113,12.6,"MI","Short's Brewing Company","/beer/profile/9629/54845/"
"Short's Village Reserve","California Common / Steam Beer",4.7,108,3.69,83,16,11.38,"MI","Short's Brewing Company","/beer/profile/9629/25834/"
